"CAST(""timestamp"" AS BIGINT)",CAST(solving_id AS INTEGER),question_id,user_answer,CAST(elapsed_time AS INTEGER)
1539203642013,3740,q6900,a,64250
1539203642041,3740,q6898,d,64250
1539203642107,3740,q6899,c,64250
1539203642137,3740,q6897,a,64250
1539203940433,3740,q6900,a,3000
1539203940439,3740,q6899,c,3000
1539203940441,3740,q6898,b,3000
1539203940479,3740,q6897,a,3000
1539442299767,3750,q96,b,20000
1539442781841,3760,q202,a,17000
1539473486946,3770,q9733,b,0
1539474731167,3780,q3479,b,0
1539474731196,3780,q3477,a,0
1539474731208,3780,q3478,b,0
1539475651049,3790,q5564,d,0
1539476262905,3800,q8406,a,0
1539588836034,3810,q229,a,0
1539675333789,3820,q1284,b,16000
1539675945296,3830,q4151,d,31000
1539793529299,3840,q8850,d,29000
1540121021911,3850,q466,a,35000
1540121650726,3860,q5698,d,21000
1540122393883,3870,q4080,a,8000
1540122883597,3880,q5497,b,20000
1540123640000,3890,q3963,d,9000
1540124059019,3900,q11032,b,22000
1540191452419,3910,q194,d,22000
1540191781716,3920,q200,b,16000
1540192901777,3930,q2176,c,0
1540192901783,3930,q2177,b,0
1540192901882,3930,q2175,d,0
1540278203743,3940,q183,d,22000
1540396913968,3950,q1193,b,17000
1540397172791,3960,q11261,b,19000
1540448190772,3970,q404,b,15000
1540536740877,3980,q220,a,21000
1540537139150,3990,q11057,c,20000
1540537567850,4000,q8096,c,27000
1540625397098,4010,q8121,a,21000
1540625747325,4020,q11189,d,22000
1540626796501,4030,q583,b,40000
1540641396889,4040,q63,b,22000
1540641839037,4050,q788,b,20000
1540642376667,4060,q205,a,18000
1540642720545,4070,q1319,c,15000
1540653071826,4080,q2045,b,16333
1540653071834,4080,q2043,c,16333
1540653071863,4080,q2044,a,16333
1540654888907,4090,q6695,c,51000
1540654888920,4090,q6694,d,51000
1540654888944,4090,q6696,c,51000
1540654888950,4090,q6693,d,51000
1540797072137,4100,q766,a,15000
1540883468700,4110,q696,a,42000
1540883478838,4110,q696,c,0
1540946674098,4120,q176,a,56000
1540947117251,4130,q590,c,19000
1540947467188,4140,q241,c,19000
1540954041113,4150,q1940,d,25667
1540954041167,4150,q1939,c,25667
1540954041190,4150,q1938,c,25667
1541006332698,4160,q6767,b,58500
1541006332714,4160,q6768,c,58500
1541006332731,4160,q6765,d,58500
1541006332741,4160,q6766,c,58500
1541127843148,4170,q10973,a,24000
1541128218316,4180,q8108,d,20000
1541139689222,4190,q1854,c,24667
1541139689225,4190,q1856,c,24667
1541139689326,4190,q1855,c,24667
1541390265946,4200,q25,c,15000
1541696564401,4210,q308,b,16000
1541696995623,4220,q666,a,0
1541697320584,4230,q1111,c,19000
1541698161277,4240,q2179,d,31667
1541698161296,4240,q2178,c,31667
1541698161342,4240,q2180,b,31667
1541865455364,4250,q3938,b,13000
1541865745339,4260,q4395,c,37000
1542006267224,4270,q325,c,33000
1542036054765,4280,q2542,c,21333
1542036054766,4280,q2543,a,21333
1542036054817,4280,q2541,a,21333
1542085033842,4290,q506,a,19000
1542086339912,4300,q1323,a,16000
1542384427992,4310,q2074,b,22000
1542384427998,4310,q2075,a,22000
1542384428081,4310,q2073,c,22000
1542737469332,4320,q2514,a,28000
1542737469337,4320,q2515,d,28000
1542737469361,4320,q2516,b,28000
1542739074995,4330,q6702,b,0
1542739075001,4330,q6703,b,0
1542739075005,4330,q6701,d,0
1542739075026,4330,q6704,d,0
1542739521418,4340,q10161,b,27000
1542813622620,4350,q3922,c,11000
1542814006752,4360,q3669,b,0
1542814357913,4370,q8875,a,23000
1542815022356,4380,q8567,a,16000
1542819246218,4390,q1536,a,23333
1542819246272,4390,q1537,d,23333
1542819246285,4390,q1538,d,23333
1543050721206,4400,q4574,b,17000
1543053012325,4410,q4802,c,35000
1543053381085,4420,q8719,d,10000
1543054264716,4430,q9798,b,21000
1543294061622,4440,q1634,c,12333
1543294061637,4440,q1633,b,12333
1543294061653,4440,q1632,c,12333
1543386205024,4450,q1685,d,26000
1543386205033,4450,q1683,b,26000
1543386205046,4450,q1684,c,26000
1544000223799,4460,q114,b,22000
1544000680443,4470,q125,a,23000
1545578903237,4480,q6201,c,18000
1516002727513,10,q4178,b,24000
1516003703809,20,q8716,d,25000
1532859591599,30,q11247,c,17000
1532860693613,40,q835,c,17000
1532917146501,50,q3784,d,12000
1533022246095,60,q10237,c,9000
1533022997909,70,q65,a,9000
1533215791392,80,q5312,b,17000
1533756682532,90,q5411,c,26000
1534430128208,100,q8833,d,41000
1534493552976,110,q4022,d,8000
1534570733994,120,q1314,b,18000
1534584894969,130,q4188,a,18000
1534689455374,140,q11249,b,23000
1534690455458,150,q6541,b,25000
1535033069526,160,q1115,c,18000
1535039497524,170,q150,d,24000
1535043993250,180,q6635,a,24250
1535043993252,180,q6633,d,24250
1535043993303,180,q6636,c,24250
1535043993334,180,q6634,d,24250
1535081887601,190,q4047,a,14000
1535088505208,200,q8096,a,25000
1535093279366,210,q2081,a,9666
1535093279386,210,q2079,b,9666
1535093279396,210,q2080,c,9666
1535095712584,220,q2849,c,6333
1535095712599,220,q2848,a,6333
1535095712631,220,q2847,c,6333
1535100810075,230,q6675,b,22500
1535100810096,230,q6676,d,22500
1535100810153,230,q6673,d,22500
1535100810168,230,q6674,b,22500
1535127561836,240,q2861,d,26666
1535127561841,240,q2859,a,26666
1535127561862,240,q2860,b,26666
1535178534199,250,q4308,d,20000
1535178974548,260,q10225,a,11000
1535193857941,270,q5738,b,35000
1535202980086,280,q1084,b,14000
1535203322856,290,q739,a,12000
1535203688511,300,q285,a,22000
1535204826547,310,q1882,b,38000
1535204826566,310,q1881,d,38000
1535204826622,310,q1883,d,38000
1535206338280,320,q2996,b,4333
1535206338284,320,q2995,a,4333
1535206338364,320,q2994,c,4333
1535207557601,330,q5391,b,27000
1535207875762,340,q5238,b,14000
1535209296335,350,q5695,a,37000
1535210158734,360,q6880,a,23250
1535210158744,360,q6879,b,23250
1535210158762,360,q6878,c,23250
1535210158791,360,q6877,d,23250
1535239243578,370,q1250,b,17000
1535418615690,380,q6877,d,32500
1535418616023,380,q6878,b,32500
1535418616335,380,q6879,b,32500
1535418616636,380,q6880,d,32500
1546616539353,390,q8149,d,22000
1546617375210,400,q8165,d,29000
1547048895206,410,q47,d,25000
1547091135071,420,q8124,a,21000
1547091994815,430,q192,d,30000
1547133484442,440,q11011,b,21000
1547134460695,450,q11208,d,23000
1547142918283,460,q11073,d,21000
1547143635303,470,q10981,c,18000
1547144314583,480,q10961,b,25000
1547219820553,490,q10974,a,19000
1547220524089,500,q11031,d,26000
1547314264020,510,q646,a,19000
1547391806852,520,q1259,b,20000
1518071574597,10,q4178,d,31000
1518078150379,20,q4476,c,11000
1518110534039,30,q128,a,25000
1518110830530,40,q11086,b,22000
1518111066544,50,q8061,b,19000
1518161412998,60,q5744,c,27000
1518174781079,70,q597,a,11000
1518175110680,80,q197,a,8000
1518175468854,90,q11263,b,19000
1518176105800,100,q9518,b,38000
1518176605791,110,q4533,c,25000
1518177026074,120,q9071,a,38000
1518193353515,130,q5459,b,8000
1518193899198,140,q4790,b,10000
1518194215019,150,q4297,c,34000
1518194582425,160,q3665,b,9000
1518195014105,170,q5533,a,14000
1518261986969,180,q6495,a,29000
1518273594854,190,q990,c,15000
1518273845557,200,q1378,a,21000
1518274145756,210,q1362,c,16000
1518274676912,220,q9785,d,31000
1518275044933,230,q5320,b,25000
1518275292585,240,q8882,b,33000
1518306338614,250,q309,a,21000
1518306751416,260,q6046,b,12000
1522317363173,270,q8791,a,51000
1522317870258,280,q6071,c,32000
1522331763521,290,q8647,a,60000
1522332176699,300,q8455,c,31000
1515948838199,10,q4178,a,31000
1515948638830,10,q4178,c,33000
1515949942848,20,q9828,a,31000
1518948870633,30,q11184,d,37000
1518954455649,40,q8061,b,40000
1518956083987,50,q5773,c,984000
1519057220409,60,q5667,b,18000
1519146610989,70,q6253,b,64000
1519319620642,80,q9800,a,32000
1515948848492,10,q4178,b,26000
1565871404761,10,q1058,b,19000
1565871990631,20,q4557,a,12000
1566167771988,30,q5284,c,24000
1566168171615,40,q950,b,16000
1566168306888,40,q950,c,17000
1566254408910,50,q1146,c,17000
1566255690064,60,q5231,a,25000
1566340942622,70,q1159,b,68000
1566342230306,80,q922,c,20000
1566344119368,90,q4662,c,10000
1566475228935,100,q609,a,20000
1566476060744,110,q9885,c,36000
1566514390791,120,q495,c,17000
1566514741897,130,q4481,a,23000
1566773221725,140,q536,a,16000
1566773853836,150,q4526,c,17000
1566946837123,160,q316,b,16000
1566947918341,170,q3774,a,14000
1567072598780,180,q1304,b,16000
1567073421506,190,q475,b,25000
1567074718349,200,q4076,a,22000
1567121408374,210,q919,b,17000
1567122219712,220,q4339,b,19000
1567313935281,230,q4760,a,42000
1567315284339,240,q573,c,10000
1567379725302,250,q10195,b,19000
1567424268978,260,q825,b,19000
1567464515111,270,q1391,b,19000
1567465959686,280,q5768,b,12000
1567636511393,290,q289,c,20000
1567637133518,300,q6091,c,21000
1567725345831,310,q471,a,17000
1567725833154,320,q6188,b,18000
1567725990939,320,q6188,d,2000
1567726392365,330,q9509,b,39000
1568587280451,340,q506,b,21000
1568588865451,350,q9020,d,29000
1568674009371,360,q543,b,46000
1568674769062,370,q3780,b,133000
1515987774693,10,q4178,c,22000
1515988703934,20,q9157,c,19000
1516086815311,30,q6529,c,15000
1518199120024,40,q8724,d,27000
1515949022798,10,q4178,a,23000
1515948982483,10,q4178,d,14000
1520780372862,10,q4178,c,18000
1536853433640,20,q8997,b,35000
1536853850623,30,q11213,c,24000
1574480380000,40,q4089,d,41000
1574693730069,40,q4089,d,41000
1575295386437,50,q5632,a,31000
1575296328437,60,q4865,a,35000
1515948970148,10,q4178,c,13000
1515949266141,20,q10106,d,17000
1516098619875,30,q11249,b,15000
1516099426401,40,q973,b,12000
1517969030381,50,q8595,b,20000
1515948945600,10,q4178,b,4000
1566697381230,10,q4820,d,35000
1567097305592,20,q1082,a,23000
1567222303955,30,q723,a,17000
1567233002418,40,q6355,d,20000
1567379693037,50,q1340,a,18000
1567380242417,60,q278,a,19000
1567380677812,70,q8595,b,32000
1567428890834,80,q1258,a,18000
1567429640483,90,q6466,b,16000
1567429916014,90,q6466,a,10000
1567467766285,100,q755,a,13000
1567605597786,110,q1071,c,20000
1567638823034,120,q206,c,15000
1567695865002,130,q9638,c,31000
1567696399697,140,q878,a,17000
1567826590399,150,q506,b,19000
1567899364541,160,q5067,b,21000
1568037943231,170,q472,a,17000
1568212285710,180,q542,c,16000
1569125691206,190,q1021,b,15000
1515949067843,10,q4178,a,36000
1515948861896,10,q4178,c,1000
1515949131982,10,q4178,c,10000
1515951435910,10,q4178,c,38000
1517068641266,10,q4178,d,23000
1529078418330,20,q349,c,18000
1529079337913,30,q295,c,16000
1529080065016,40,q2,b,20000
1529080456518,50,q11052,d,22000
1529135543859,60,q1185,a,20000
1516461457484,10,q4178,c,28000
1515954273633,10,q4178,c,12000
1540623287783,10,q6175,d,13000
1540624957132,20,q303,b,17000
1540737269429,30,q4188,d,50000
1540737880623,40,q422,b,13000
1540786078866,50,q5061,d,24000
1541041028417,60,q5416,c,52000
1541414987798,70,q3911,d,24000
1541483123154,80,q5257,a,14000
1541585896144,90,q6189,d,28000
1541733905024,100,q9196,b,11000
1542012525679,110,q6160,a,17000
1542070485631,120,q9060,a,10000
1542070837739,130,q8519,a,24000
1542181207164,140,q10101,c,11000
1542245787422,150,q4688,d,20000
1542368405574,160,q9999,c,41000
1542435289466,170,q4464,c,8000
1542543968650,180,q9204,a,18000
1542637763510,190,q5308,b,26000
1542786258963,200,q8934,a,13000
1542855995076,210,q6007,b,46000
1543140236824,220,q9486,c,80000
1543315811443,230,q4479,b,41000
1543404627984,240,q8920,a,52000
1543479460117,250,q4918,c,26000
1543641462778,260,q4203,c,19000
1543707414495,270,q9515,b,23000
1543847585988,280,q4823,d,62000
1544171097712,290,q5805,d,39000
1544252711117,300,q4160,d,6000
1544332365846,310,q4481,a,33000
1544332850832,320,q8774,a,23000
1544520040983,330,q5339,a,33000
1544520056373,330,q5339,c,3000
1544584431044,340,q6743,b,19000
1544700155314,350,q6020,d,16000
1544846049270,360,q5740,c,33000
1545116689826,370,q3703,a,23000
1545117186210,380,q4852,b,18000
1545117525175,390,q4314,a,13000
1545217554610,400,q10145,d,26000
1545450578268,410,q4842,d,17000
1545451001473,420,q3959,d,21000
1546426801880,430,q5496,a,12000
1546585646367,440,q4833,d,8000
1546834426132,450,q8573,b,46000
1546903040033,460,q5261,a,26000
1546989226732,470,q9925,c,36000
1547075743812,480,q4080,d,8000
1547552255817,490,q9793,b,15000
1548042663534,500,q6382,b,27000
1551619962606,510,q9722,b,15000
1551672298422,520,q4847,d,11000
1551829735831,530,q8704,b,13000
1552219094488,540,q8788,b,25000
1552471273241,550,q5901,d,22000
1552561812760,560,q10240,a,7000
1552904498491,570,q6758,a,19000
1552977786028,580,q9723,c,11000
1553077869355,590,q4306,b,33000
1553599862416,600,q8894,d,21000
1553600315535,610,q5232,d,18000
1554279237033,620,q9908,c,31000
1554330672093,630,q5196,c,6000
1554525006393,640,q10218,a,37000
1554689225269,650,q5160,d,41000
1554860288581,660,q9760,b,13000
1555063484938,670,q5409,a,29000
1555064043272,680,q4206,c,11000
1555328245645,690,q5135,b,12000
1555500877215,700,q6050,a,15000
1555982550204,710,q10042,d,18000
1556029824969,720,q774,b,19000
1556162096524,730,q6728,b,12000
1556248972288,740,q8461,b,23000
1556507359597,750,q5894,c,29000
1556507880941,760,q6266,d,15000
1556594571725,770,q5791,b,28000
1556676627829,780,q8510,c,24000
1556683901579,790,q9606,a,10000
1556765973285,800,q4730,d,6000
1556853790760,810,q6302,a,24000
1556949715274,820,q4990,a,17000
1557144502222,830,q6272,d,25000
1557185986747,840,q3855,a,35000
1557285172896,850,q3890,a,12000
1557371186955,860,q8400,d,36000
1557459073561,870,q3869,a,15000
1557563278083,880,q11,b,21000
1557566486184,890,q158,c,21000
1557630415510,900,q6882,c,44500
1557630415553,900,q6884,a,44500
1557630415557,900,q6881,c,44500
1557630415559,900,q6883,a,44500
1557707812429,910,q6276,b,28000
1557757023763,920,q447,a,10000
1557757401123,930,q9702,d,11000
1557790370737,940,q10230,a,24000
1557889570424,950,q17272,c,8000
1557981092028,960,q17367,b,14000
1558058552757,970,q17252,c,15000
1558146515533,980,q4299,d,12000
1558233745554,990,q17112,d,21000
1558358854424,1000,q9496,b,19000
1558487056372,1010,q9463,b,23000
1558540198420,1020,q17204,a,17000
1558667998190,1030,q9754,b,16000
1558749496024,1040,q9349,d,11000
1558957714102,1050,q9958,d,15000
1559015632494,1060,q8960,a,12000
1559202957317,1070,q8770,b,33000
1559273716907,1080,q17068,d,9000
1559357606507,1090,q8544,c,24000
1559433234059,1100,q10065,b,18000
1559456154109,1110,q17177,c,26000
1559532167223,1120,q8739,c,17000
1559617568384,1130,q10244,c,34000
1559705528391,1140,q9102,d,20000
1559829829649,1150,q8385,a,34000
1559915259017,1160,q17326,a,31000
1560084408860,1170,q9539,a,32000
1560162733748,1180,q9954,d,15000
1560224773184,1190,q9471,b,4000
1560310085487,1200,q17346,b,22000
1560385829036,1210,q8831,a,42000
1560478798788,1220,q4268,d,11000
1560692143851,1230,q1790,d,24666
1560692143890,1230,q1788,c,24666
1560692144103,1230,q1789,b,24666
1560693480352,1240,q3335,b,25000
1560693480354,1240,q3334,d,25000
1560693480379,1240,q3333,c,25000
1560777656858,1250,q8910,a,16000
1560827962266,1260,q10003,a,15000
1561088868152,1270,q10142,b,16000
1561422785666,1280,q9174,a,39000
1561438619623,1290,q17163,d,7000
1561509599767,1300,q9730,a,28000
1561594277645,1310,q9979,b,27000
1561768827976,1320,q9900,c,31000
1561769301699,1330,q1390,a,10000
1561891657322,1340,q9363,d,15000
1561892135652,1350,q1297,b,17000
1561942436633,1360,q9753,c,11000
1562228074500,1370,q9507,a,9000
1562405642386,1380,q9444,d,13000
1562491320609,1390,q17215,d,22000
1562629894911,1400,q9369,c,10000
1562723218762,1410,q17330,b,26000
1562811208190,1420,q9119,b,6000
1562893425569,1430,q9396,b,11000
1562985187504,1440,q9813,c,11000
1563418298093,1450,q9373,a,8000
1563752937151,1460,q8727,a,15000
1563801608349,1470,q1162,a,20000
1563842842561,1480,q8572,a,7000
1563926372261,1490,q17150,b,33000
1564024750182,1500,q8537,b,9000
1564127417345,1510,q9896,d,7000
1564356908129,1520,q8528,a,6000
1564457397099,1530,q4173,b,18000
1564542734663,1540,q10181,b,17000
1564628178312,1550,q9945,c,6000
1565046952980,1560,q9935,c,15000
1565147507080,1570,q9731,c,18000
1565309843293,1580,q9406,a,7000
1565407158960,1590,q8959,d,17000
1566098310370,1600,q17293,b,13000
1566357878251,1610,q8975,a,35000
1566442270646,1620,q9162,b,29000
1566780945657,1630,q8583,b,15000
1567055886070,1640,q9411,a,10000
1567642824385,1650,q8841,c,36000
1567840895543,1660,q9501,d,22000
1567856462337,1670,q291,a,10000
1567856758720,1680,q796,a,15000
1568026355004,1690,q17314,c,21000
1568776580028,1700,q17057,b,9000
1569929950722,1710,q8998,c,30000
1569980292313,1720,q10291,a,8000
1570408351706,1730,q17395,c,58000
1570667063551,1740,q8918,d,32000
1570800115365,1750,q758,c,17000
1572955978000,1760,q8729,c,31000
1573082847000,1770,q8958,c,18000
1573083648000,1780,q9982,d,16000
1573168793121,1790,q9420,b,16000
1573295998053,1800,q9184,d,15000
1573296483555,1810,q5899,c,22000
1573297285086,1820,q9484,d,21000
1573833599000,1830,q9143,d,19000
1574046751672,1840,q9564,b,26000
1574432297000,1850,q9959,b,7000
1574645646966,1860,q9959,b,7000
1515997797240,10,q4178,c,17000
1516006764958,20,q295,c,14000
1516009830534,30,q9536,a,18000
1516011249245,40,q5682,c,43000
1516013518548,50,q8376,c,19000
1516029797929,60,q11193,d,18000
1516117871907,70,q149,b,19000
1516180910332,80,q8133,c,22000
1516183809693,90,q5,a,19000
1516200856286,100,q5671,d,53000
1516213120166,110,q1623,b,21000
1516213120953,110,q1624,d,21000
1516213121611,110,q1625,d,21000
1516246472293,120,q4470,a,25000
1516250992126,130,q172,d,22000
1516252354185,140,q50,d,16000
1516256402009,150,q194,d,17000
1516256962139,160,q8090,d,18000
1516259285376,170,q186,b,39000
1516260291930,180,q5432,c,17000
1516261215510,190,q6087,a,33000
1516264973564,200,q8137,a,15000
1516266514698,210,q31,b,19000
1516268986643,220,q11121,a,17000
1516270112764,230,q20,b,17000
1516270760833,240,q11038,b,13000
1516271552299,250,q204,a,14000
1516271794558,260,q536,a,13000
1516278602179,270,q9727,d,52000
1516336901675,280,q5980,c,14000
1516339111725,290,q10161,b,15000
1516344017503,300,q5535,c,12000
1516345643922,310,q8548,a,24000
1516349016565,320,q10229,b,16000
1516351072838,330,q4481,a,25000
1516352827800,340,q9021,c,49000
1516356954253,350,q947,b,13000
1516359165266,360,q486,b,17000
1516359671541,370,q1366,c,17000
1516359992941,380,q1201,b,17000
1516360310887,390,q901,b,13000
1516423581585,400,q9724,c,15000
1516429384867,410,q3909,a,26000
1516437296651,420,q8744,a,25000
1516441263163,430,q6681,b,28000
1516441264385,430,q6682,a,28000
1516441265168,430,q6683,d,28000
1516441265905,430,q6684,b,28000
1516506221550,440,q4062,c,18000
1516509642972,450,q5501,b,31000
1516514408481,460,q5725,c,27000
1516516370474,470,q5103,b,19000
1516517736483,480,q5997,a,23000
1516518507742,490,q4162,d,25000
1516519480942,500,q5759,c,30000
1516521634867,510,q6740,a,42000
1516521864767,510,q6740,c,12000
1516522303827,520,q8751,b,16000
1516523203671,530,q5761,c,8000
1516523779931,540,q6160,c,25000
1516534282271,550,q6833,c,33250
1516534283216,550,q6834,d,33250
1516534284424,550,q6835,b,33250
1516534285709,550,q6836,d,33250
1516599244175,560,q3985,d,29000
1516603219310,570,q6905,c,29500
1516603220120,570,q6906,b,29500
1516603220960,570,q6907,d,29500
1516603221842,570,q6908,c,29500
1516623525589,580,q7763,a,64000
1516623526584,580,q7764,d,64000
1516693017984,590,q8222,c,62000
1516693018736,590,q8223,a,62000
1516693019549,590,q8224,d,62000
1516693020266,590,q8225,b,62000
1516693021005,590,q8226,b,62000
1516695323318,600,q541,b,16000
1516697922239,610,q928,c,18000
1516699716645,620,q638,b,278000
1516701446809,630,q1350,b,11000
1516774094886,640,q7635,a,49500
1516774095839,640,q7636,c,49500
1516778672995,650,q167,a,20000
1516780107495,660,q11151,b,27000
1516781569769,670,q189,b,16000
1516784895539,680,q3123,d,13333
1516784896383,680,q3124,c,13333
1516784897103,680,q3125,c,13333
1516856961124,690,q11010,a,16000
1516861060915,700,q29,d,42000
1516864311520,710,q10951,c,51000
1516866603893,720,q135,d,43000
1516868709936,730,q7973,b,93000
1516868710824,730,q7974,a,93000
1516868711602,730,q7975,d,93000
1516868712521,730,q7976,d,93000
1516868713269,730,q7977,c,93000
1516898801731,740,q498,c,20000
1516942537233,750,q7367,c,46500
1516942538101,750,q7368,b,46500
1516942539010,750,q7369,a,46500
1516942539966,750,q7370,b,46500
1516948651846,760,q1081,a,7000
1516949974534,770,q1253,a,13000
1516950616916,780,q902,c,15000
1516956695729,790,q1479,c,23333
1516956696505,790,q1480,b,23333
1516956697309,790,q1481,a,23333
1516968273935,800,q6156,b,11000
1517032329866,810,q2823,c,23000
1517032330736,810,q2824,d,23000
1517032331780,810,q2825,c,23000
1517097713304,820,q10,d,22000
1517196028081,830,q104,b,18000
1517198785225,840,q5735,d,86000
1517203637161,850,q632,b,13000
1517205944453,860,q1347,b,14000
1517210728926,870,q573,c,15000
1517211131397,880,q1385,c,16000
1517212183160,890,q500,b,14000
1517213016351,900,q718,c,15000
1517213413781,910,q683,a,15000
1517213990492,920,q329,a,15000
1517219075952,930,q4884,d,36000
1517285992450,940,q447,a,14000
1517294340683,950,q5062,a,35000
1517298468938,960,q824,b,50000
1517300734026,970,q335,c,34000
1517304395882,980,q545,b,19000
1517313856654,990,q9758,d,14000
1517375532173,1000,q312,c,23000
1517375936544,1010,q1249,c,35000
1517381240863,1020,q8781,d,16000
1517393127378,1030,q1587,c,25667
1517393128143,1030,q1588,c,25667
1517393128950,1030,q1589,b,25667
1517418631201,1040,q1740,a,296333
1517418631541,1040,q1741,d,296333
1517418631885,1040,q1742,a,296333
1517463779117,1050,q1764,b,19667
1517463780471,1050,q1765,a,19667
1517463781388,1050,q1766,b,19667
1517469644666,1060,q10102,b,20000
1517544710340,1070,q5332,a,27000
1517559362389,1080,q1893,a,12000
1517559363718,1080,q1894,b,12000
1517559364803,1080,q1895,d,12000
1517576126349,1090,q10122,c,18000
1517591478808,1100,q5577,a,9000
1517631004842,1110,q8914,a,45000
1517636353268,1120,q11084,a,15000
1517636878070,1130,q10966,b,18000
1517641210369,1140,q598,c,13000
1517642420152,1150,q1303,a,26000
1517643516028,1160,q740,a,35000
1517645226583,1170,q291,a,14000
1517648518102,1180,q1791,d,14333
1517648518657,1180,q1792,a,14333
1517648519308,1180,q1793,d,14333
1517727112101,1190,q6462,b,67000
1517800507778,1200,q4038,a,16000
1517806196057,1210,q10973,a,32000
1517807450232,1220,q11205,c,29000
1517808430804,1230,q11219,d,16000
1517809158823,1240,q11037,b,18000
1517812541901,1250,q11016,b,16000
1517813567839,1260,q1242,c,11000
1517815903244,1270,q905,c,7000
1517821483490,1280,q1003,c,16000
1517824313919,1290,q750,a,86000
1517824727995,1300,q251,c,41000
1517825095900,1310,q696,c,12000
1517888902486,1320,q11238,c,17000
1517890235925,1330,q11247,c,52000
1517893352965,1340,q11140,c,38000
1517896977098,1350,q906,a,29000
1517897560601,1360,q602,a,7000
1517898295515,1370,q1084,a,6000
1517898806556,1380,q600,c,32000
1517899662237,1390,q873,a,34000
1517916952982,1400,q6033,d,33000
1517981069423,1410,q10954,c,17000
1517983059926,1420,q11033,c,17000
1517983739430,1430,q11035,b,17000
1517985492980,1440,q1159,c,16000
1517987259980,1450,q626,b,14000
1517990341814,1460,q998,c,16000
1517991099296,1470,q276,b,319000
1517991507469,1480,q1104,c,12000
1517992702735,1490,q1644,d,14667
1517992703416,1490,q1645,c,14667
1517992704214,1490,q1646,a,14667
1518020287021,1500,q6949,d,18250
1518020288290,1500,q6950,a,18250
1518020289363,1500,q6951,c,18250
1518020290621,1500,q6952,d,18250
1518068124269,1510,q11120,b,18000
1518070309829,1520,q11091,a,16000
1518072368692,1530,q11236,d,17000
1518073349270,1540,q1268,b,16000
1518077416783,1550,q1337,c,28000
1518078414145,1560,q1365,c,38000
1518078978396,1570,q256,c,22000
1518079344968,1580,q2463,d,24000
1518079345633,1580,q2464,b,24000
1518079346142,1580,q2465,a,24000
1518086293316,1590,q2286,d,36333
1518086293763,1590,q2287,c,36333
1518086294432,1590,q2288,c,36333
1518088611503,1600,q5288,a,32000
1518090822074,1610,q3120,b,16000
1518090822755,1610,q3121,d,16000
1518090823381,1610,q3122,c,16000
1518157019836,1620,q3273,c,17333
1518157020458,1620,q3274,d,17333
1518157021036,1620,q3275,a,17333
1518241752018,1630,q2796,b,165000
1518241752462,1630,q2797,c,165000
1518241752867,1630,q2798,d,165000
1518244957716,1640,q3306,d,15000
1518244958508,1640,q3307,a,15000
1518244959843,1640,q3308,d,15000
1518341357506,1650,q11178,a,34000
1518342879981,1660,q11201,b,33000
1518345053383,1670,q1545,d,16333
1518345054002,1670,q1546,a,16333
1518345054590,1670,q1547,a,16333
1518347542099,1680,q8977,c,24000
1518409000790,1690,q11149,b,17000
1518411080616,1700,q11009,b,15000
1518412742129,1710,q10962,b,44000
1518414983890,1720,q546,c,18000
1518416674055,1730,q209,b,12000
1518420205065,1740,q736,a,20000
1518422043014,1750,q1330,c,17000
1518433385100,1760,q8991,d,23000
1518494828424,1770,q9708,c,19000
1518495655821,1780,q11224,d,17000
1518496460267,1790,q11101,c,16000
1518497950215,1800,q5065,b,21000
1518500171045,1810,q392,c,35000
1518501744005,1820,q1186,b,25000
1518502435500,1830,q735,b,15000
1518504063382,1840,q10001,b,22000
1518508716084,1850,q9802,d,25000
1518520339504,1860,q4047,a,33000
1518534870293,1870,q8549,a,35000
1518585782692,1880,q10967,b,46000
1518588265057,1890,q11190,d,15000
1518589780734,1900,q11045,d,16000
1518590617982,1910,q112,b,16000
1518592527724,1920,q556,c,31000
1518595724615,1930,q1024,a,6000
1518596484537,1940,q1153,a,31000
1518598083900,1950,q650,b,15000
1518600925591,1960,q7826,d,301400
1518600926786,1960,q7827,a,301400
1518600927442,1960,q7828,b,301400
1518600928120,1960,q7829,c,301400
1518600928765,1960,q7830,b,301400
1518603834159,1970,q2166,a,14333
1518603835091,1970,q2167,c,14333
1518603835928,1970,q2168,b,14333
1518663823802,1980,q8843,b,51000
1518665975857,1990,q8126,c,17000
1518669802451,2000,q6,d,17000
1518670846985,2010,q107,d,15000
1518671546032,2020,q1388,b,55000
1518672748251,2030,q4174,a,45000
1518679137786,2040,q10322,a,101000
1518680977008,2050,q1342,a,13000
1518697783884,2060,q7018,a,54500
1518697784813,2060,q7019,a,54500
1518697785838,2060,q7020,c,54500
1518697786714,2060,q7021,d,54500
1518746830856,2070,q9035,b,36000
1518764025600,2080,q10026,b,18000
1518842051185,2090,q8178,c,15000
1518843729092,2100,q8144,d,22000
1518844840655,2110,q136,c,16000
1518885783040,2120,q3671,a,29000
1518949063713,2130,q8151,a,17000
1518952104181,2140,q8116,b,17000
1518956863640,2150,q5767,d,18000
1519020542634,2160,q4836,a,29000
1519023509930,2170,q926,a,22000
1519028555454,2180,q822,c,35000
1519029503397,2190,q1629,a,15000
1519029503932,2190,q1630,a,15000
1519029504640,2190,q1631,b,15000
1519033800273,2200,q5173,c,15000
1519097959848,2210,q8160,c,16000
1519099395702,2220,q80,d,17000
